project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,AssertionRoulette,EagerTest,LazyTest,MysteryGuest,SensitiveEquality,ResourceOptimism,ForTestersOnly,IndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WCM_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WCM_test,NOA_test,NOPA_test,NOP_test,McCABE_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
commons-numbers,commons-numbers-gamma,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-gamma/src/test/java/org/apache/commons/numbers/gamma/ErfcTest.java,org.apache.commons.numbers.gamma.ErfcTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-gamma/src/main/java/org/apache/commons/numbers/gamma/Erfc.java,org.apache.commons.numbers.gamma.Erfc,0.6187050359712231,139.0,0.5,True,False,False,False,False,False,False,False,60,537.6966499830675,4,0,2,2,1,1,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,1,0,1,5,85,409.9171183522607,7,2,5,5,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,False,False,False,False,False,False,False,False,0.9634811878204346,0.6657376885414124
commons-numbers,commons-numbers-gamma,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-gamma/src/test/java/org/apache/commons/numbers/gamma/TrigammaTest.java,org.apache.commons.numbers.gamma.TrigammaTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-gamma/src/main/java/org/apache/commons/numbers/gamma/Trigamma.java,org.apache.commons.numbers.gamma.Trigamma,0.6895522388059702,335.0,0.7,True,False,False,False,False,False,False,False,69,545.6977613685873,5,0,3,3,5,1,1,1,0,0,-2.0,0,0.5,0,0,0.0,2,5,0,5,5,58,163.55447354175845,9,2,7,7,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,3,False,False,False,False,False,False,False,False,0.9027388095855712,0.7102230489253998
commons-numbers,commons-numbers-rootfinder,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-rootfinder/src/test/java/org/apache/commons/numbers/rootfinder/BrentSolverTest.java,org.apache.commons.numbers.rootfinder.BrentSolverTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-rootfinder/src/main/java/org/apache/commons/numbers/rootfinder/BrentSolver.java,org.apache.commons.numbers.rootfinder.BrentSolver,0.7130801687763713,1422.0,1.0,True,True,False,False,False,False,False,False,246,2104.6517286107814,11,2,7,7,3,1,4,2,2,4,0.3333333333333333,1,0.5,0,0,0.0,4,3,0,3,16,270,830.1256952566157,39,3,32,32,3,1,0,0,21,21,1.0,0,1.0,0,0,0.0,7,3,0,3,10,False,False,False,False,False,False,False,False,0.8879048675298691,0.7540132062775748
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/FactorialTest.java,org.apache.commons.numbers.combinatorics.FactorialTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/Factorial.java,org.apache.commons.numbers.combinatorics.Factorial,0.6451612903225806,93.0,0.7142857142857143,True,True,False,False,False,False,True,False,59,329.93805794653395,2,0,0,0,1,1,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,1,0,0,5,62,246.65037725452538,12,2,7,7,0,0,10,10,0,1,-0.5,0,0.0,0,0,0.0,5,0,0,0,8,False,False,False,False,False,False,False,False,0.962686151266098,0.7843311548233032
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/CombinationsTest.java,org.apache.commons.numbers.combinatorics.CombinationsTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/Combinations.java,org.apache.commons.numbers.combinatorics.Combinations,0.7787610619469026,113.0,1.0,True,True,False,False,False,False,False,False,382,3273.8841841034923,7,6,1,1,2,1,1,0,14,14,0.9,1,0.8333333333333334,0,0,0.0,6,2,0,2,19,195,941.0818279188964,63,4,49,49,0,0,91,91,0,1,-0.15384615384615385,0,0.0,0,0,0.0,14,0,0,0,17,False,False,False,False,False,False,False,False,0.9419665091177996,0.6425111272505352
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/LogFactorialTest.java,org.apache.commons.numbers.combinatorics.LogFactorialTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/LogFactorial.java,org.apache.commons.numbers.combinatorics.LogFactorial,0.7384615384615385,325.0,0.95,True,True,False,False,False,False,False,False,115,893.6048961484763,7,1,3,3,2,2,3,0,3,3,0.0,2,0.5,0,0,0.0,4,2,0,2,14,120,473.5615407796757,40,3,31,31,0,0,36,36,0,4,-0.14285714285714285,0,0.0,0,0,0.0,9,0,0,0,14,False,False,False,False,False,False,False,False,0.858254998922348,0.7960784170362685
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/BinomialCoefficientTest.java,org.apache.commons.numbers.combinatorics.BinomialCoefficientTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/BinomialCoefficient.java,org.apache.commons.numbers.combinatorics.BinomialCoefficient,0.7887323943661971,639.0,0.9393939393939394,True,True,False,False,False,False,False,False,125,850.1097581910813,7,1,4,4,0,0,3,3,0,1,-1.0,0,0.0,0,0,0.0,3,0,0,0,10,208,1256.789424400045,37,6,25,25,1,1,66,66,0,2,-0.16363636363636366,11,0.08333333333333333,0,0,0.0,12,1,0,1,22,False,False,False,False,False,False,False,False,0.8490812579790751,0.7067248423894247
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/LogBinomialCoefficientTest.java,org.apache.commons.numbers.combinatorics.LogBinomialCoefficientTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/LogBinomialCoefficient.java,org.apache.commons.numbers.combinatorics.LogBinomialCoefficient,0.7591036414565826,357.0,0.8947368421052632,True,False,False,False,False,False,False,False,87,646.3952307566375,5,0,3,3,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,6,105,693.8923188680029,17,2,12,12,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,0,0.0,5,0,0,0,12,False,False,False,False,False,False,False,False,0.9442394375801086,0.6205061852931977
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/BinomialCoefficientDoubleTest.java,org.apache.commons.numbers.combinatorics.BinomialCoefficientDoubleTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/BinomialCoefficientDouble.java,org.apache.commons.numbers.combinatorics.BinomialCoefficientDouble,0.7861842105263158,304.0,0.875,True,False,False,False,False,False,False,False,70,617.4440917026877,5,0,3,3,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,6,120,716.8436945413597,19,2,13,13,0,0,15,15,0,0,-0.5,0,0.0,0,0,0.0,6,0,0,0,13,False,False,False,False,False,False,False,False,0.9355300068855286,0.7195132176081339
commons-numbers,commons-numbers-combinatorics,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/FactorialDoubleTest.java,org.apache.commons.numbers.combinatorics.FactorialDoubleTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/FactorialDouble.java,org.apache.commons.numbers.combinatorics.FactorialDouble,0.7045454545454546,440.0,0.9655172413793104,True,True,False,False,False,False,False,False,134,1115.239085655394,7,0,2,2,2,2,4,0,6,6,0.3333333333333333,3,0.5,0,0,0.0,5,2,0,2,19,133,538.8636361875873,50,2,38,38,0,0,66,66,0,3,-0.14545454545454545,0,0.0,0,0,0.0,12,0,0,0,17,False,False,False,False,False,False,False,False,0.8397908806800842,0.7029112378756205
commons-numbers,commons-numbers-fraction,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/test/java/org/apache/commons/numbers/fraction/BigFractionTest.java,org.apache.commons.numbers.fraction.BigFractionTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/main/java/org/apache/commons/numbers/fraction/BigFraction.java,org.apache.commons.numbers.fraction.BigFraction,0.7365521710952689,3086.0,0.9784946236559141,True,True,False,False,True,False,False,False,1326,7924.449599060535,177,6,120,120,3,2,974,352,622,686,0.4090909090909091,10,0.28771929824561404,0,0,0.0,57,5,2,3,212,690,2777.0566831489864,207,6,168,168,0,0,741,741,0,31,-0.009957325746799429,0,0.0,0,0,0.0,39,0,0,0,61,False,False,False,True,True,False,False,False,0.8859874640117612,0.5368414575663897
commons-numbers,commons-numbers-fraction,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/test/java/org/apache/commons/numbers/fraction/ContinuedFractionTest.java,org.apache.commons.numbers.fraction.ContinuedFractionTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/main/java/org/apache/commons/numbers/fraction/ContinuedFraction.java,org.apache.commons.numbers.fraction.ContinuedFraction,0.5386363636363637,440.0,0.7714285714285715,True,True,False,False,False,False,False,True,139,1223.779842720255,11,1,7,7,0,0,6,6,0,3,0.0,0,0.0,0,0,0.0,4,0,0,0,15,86,262.17000483212024,15,2,6,6,0,0,36,36,0,0,-0.2857142857142857,0,0.0,0,0,0.0,9,0,0,0,19,False,False,False,False,False,False,False,False,0.9617742598056792,0.9549951950709024
commons-numbers,commons-numbers-fraction,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/test/java/org/apache/commons/numbers/fraction/FractionTest.java,org.apache.commons.numbers.fraction.FractionTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-fraction/src/main/java/org/apache/commons/numbers/fraction/Fraction.java,org.apache.commons.numbers.fraction.Fraction,0.7785959744722631,2037.0,0.9931972789115646,True,True,False,False,True,False,False,False,648,4371.417594850506,70,3,36,36,4,3,407,253,154,179,0.2765151515151515,5,0.19117647058823528,0,0,0.0,34,6,2,4,114,501,1913.6050751058415,127,3,98,98,0,0,406,406,0,14,-0.037037037037037035,0,0.0,0,0,0.0,29,0,0,0,43,False,False,False,True,False,False,False,False,0.9298878452357124,0.5991426904139847
commons-numbers,commons-numbers-arrays,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/test/java/org/apache/commons/numbers/arrays/LinearCombinationTest.java,org.apache.commons.numbers.arrays.LinearCombinationTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/main/java/org/apache/commons/numbers/arrays/LinearCombination.java,org.apache.commons.numbers.arrays.LinearCombination,0.7786885245901639,2440.0,0.975609756097561,True,True,False,False,False,False,False,False,346,2292.924119951746,21,0,14,14,0,0,21,21,0,8,0.13333333333333333,0,0.0,0,0,0.0,7,0,0,0,19,300,1029.8386056994598,30,5,25,25,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,0,0.0,5,0,0,0,9,False,False,False,False,False,False,False,False,0.772463287625994,0.6161970967399188
commons-numbers,commons-numbers-arrays,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/test/java/org/apache/commons/numbers/arrays/SafeNormTest.java,org.apache.commons.numbers.arrays.SafeNormTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/main/java/org/apache/commons/numbers/arrays/SafeNorm.java,org.apache.commons.numbers.arrays.SafeNorm,0.5262368815592204,667.0,0.9230769230769232,True,False,False,False,False,False,False,False,91,726.5583010184225,4,0,2,2,2,1,1,1,0,0,-2.0,1,0.5,0,0,0.0,2,2,0,2,6,81,386.68593802519166,24,2,17,17,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,9,False,False,False,False,False,False,False,False,0.5770167559385301,0.8251846602984837
commons-numbers,commons-numbers-arrays,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/test/java/org/apache/commons/numbers/arrays/MultidimensionalCounterTest.java,org.apache.commons.numbers.arrays.MultidimensionalCounterTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/main/java/org/apache/commons/numbers/arrays/MultidimensionalCounter.java,org.apache.commons.numbers.arrays.MultidimensionalCounter,0.8222996515679443,574.0,1.0,True,True,False,False,True,False,False,False,214,1761.5323059281495,16,1,6,6,5,2,17,0,28,29,0.5555555555555556,1,0.38,0,0,0.0,10,5,0,5,32,120,432.9791049744108,25,3,20,20,0,0,10,10,0,0,-0.6666666666666666,0,0.0,0,0,0.0,5,0,0,0,8,False,False,False,False,False,False,False,False,0.888273274898529,0.3615812830626964
commons-numbers,commons-numbers-arrays,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/test/java/org/apache/commons/numbers/arrays/CosAngleTest.java,org.apache.commons.numbers.arrays.CosAngleTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-arrays/src/main/java/org/apache/commons/numbers/arrays/CosAngle.java,org.apache.commons.numbers.arrays.CosAngle,1.0,17.0,0.3333333333333333,True,False,False,False,False,False,False,False,41,267.9273808501677,3,0,1,1,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,5,91,314.3910299577926,13,2,9,9,0,0,6,6,0,0,-1.0,0,0.0,0,0,0.0,4,0,0,0,4,False,False,False,False,False,False,False,False,0.956951379776001,0.5786330252885818
commons-numbers,commons-numbers-field,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-field/src/test/java/org/apache/commons/numbers/field/FP64Test.java,org.apache.commons.numbers.field.FP64Test,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-field/src/main/java/org/apache/commons/numbers/field/FP64.java,org.apache.commons.numbers.field.FP64,0.4280442804428044,271.0,0.7,True,True,False,False,False,False,False,False,172,724.7940183819234,26,2,5,5,2,2,38,0,172,172,0.8,5,0.2619047619047619,0,0,0.0,21,4,0,4,43,92,340.6518216019875,49,2,40,40,0,0,36,36,0,0,-0.2857142857142857,0,0.0,0,0,0.0,9,0,0,0,9,False,False,False,False,False,False,False,False,0.9556500457582021,0.6724172565672133
commons-numbers,commons-numbers-angle,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-angle/src/test/java/org/apache/commons/numbers/angle/PlaneAngleRadiansTest.java,org.apache.commons.numbers.angle.PlaneAngleRadiansTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-angle/src/main/java/org/apache/commons/numbers/angle/PlaneAngleRadians.java,org.apache.commons.numbers.angle.PlaneAngleRadians,0.8095238095238095,42.0,0.8333333333333334,True,False,False,False,False,False,False,False,75,571.2366705258004,13,0,9,9,4,1,6,6,0,2,-0.3333333333333333,1,0.0625,0,0,0.0,4,4,4,0,8,167,712.8049018119318,60,2,45,45,0,0,105,105,0,0,-0.15384615384615385,0,0.0,0,0,0.0,15,0,0,0,16,False,False,False,False,False,False,False,False,0.9159481525421144,0.7084392428398132
commons-numbers,commons-numbers-angle,3406c0980b4bc1071314bbb081dad2ef49cd68d3,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-angle/src/test/java/org/apache/commons/numbers/angle/PlaneAngleTest.java,org.apache.commons.numbers.angle.PlaneAngleTest,/home/dorma10/mutation-analysis/projects/commons-numbers/commons-numbers-angle/src/main/java/org/apache/commons/numbers/angle/PlaneAngle.java,org.apache.commons.numbers.angle.PlaneAngle,0.9178571428571428,280.0,0.9545454545454546,True,True,False,False,False,False,False,False,144,1072.7087764318658,13,0,3,3,6,1,24,3,21,21,0.3333333333333333,1,0.15,0,0,0.0,10,8,2,6,22,191,977.3836860408699,82,2,65,65,0,0,136,136,0,0,-0.13333333333333333,0,0.0,0,0,0.0,17,0,0,0,19,False,False,False,False,False,False,False,False,0.9633918464183808,0.7509126417777118
